key,status,detail
"158.248363,20.979971",ok,ok   oid=572215400007396 n=296 ra=158.2484 dec=20.9800
"132.027022,33.069561",ok,ok   oid=665207200001042 n=787 ra=132.0270 dec=33.0696
"146.756790,32.664758",ok,ok   oid=667208100004422 n=671 ra=146.7568 dec=32.6648
"210.440346,44.604476",ok,ok   oid=758204300001922 n=1006 ra=210.4403 dec=44.6045
"183.434500,47.332977",ok,ok   oid=755207200002016 n=719 ra=183.4345 dec=47.3330
"159.591121,23.903311",skip,skip ra=159.5911 dec=23.9033 (n=69)
"219.502587,5.403020",ok,ok   oid=478211400001207 n=476 ra=219.5026 dec=5.4030
"138.629286,48.178286",ok,ok   oid=750210300004120 n=1169 ra=138.6293 dec=48.1783
"330.661705,23.876589",ok,ok   oid=644203100003996 n=1338 ra=330.6617 dec=23.8766
"148.117448,47.431414",ok,ok   oid=751206200001509 n=1066 ra=148.1174 dec=47.4314
"154.277775,57.867210",ok,ok   oid=786213100009204 n=1102 ra=154.2778 dec=57.8672
"359.198897,-2.725370",skip,skip ra=359.1989 dec=-2.7254 (n=62)
"171.792125,26.669649",ok,ok   oid=623211300027887 n=858 ra=171.7921 dec=26.6696
"158.891791,48.239080",ok,ok   oid=752210400003871 n=764 ra=158.8918 dec=48.2391
"347.238233,3.529469",ok,ok   oid=496205400000387 n=502 ra=347.2382 dec=3.5295
"213.952491,42.423029",skip,skip ra=213.9525 dec=42.4230 (n=26)
"145.099236,2.820739",ok,ok   oid=467206300019605 n=527 ra=145.0992 dec=2.8207
"151.916023,23.622440",ok,ok   oid=620202200008251 n=594 ra=151.9160 dec=23.6224
"114.903814,46.965206",ok,ok   oid=748208200005118 n=1110 ra=114.9038 dec=46.9652
"328.987522,-8.132085",ok,ok   oid=391211200011781 n=459 ra=328.9875 dec=-8.1321
"163.676857,6.103014",ok,ok   oid=470211200021483 n=418 ra=163.6769 dec=6.1030
"240.752539,6.757346",ok,ok   oid=481214300006957 n=888 ra=240.7525 dec=6.7573
"242.153517,29.978340",ok,ok   oid=679203300005451 n=1557 ra=242.1535 dec=29.9783
"11.078063,1.344621",ok,ok   oid=448203300003775 n=484 ra=11.0781 dec=1.3446
"175.806069,0.493814",ok,ok   oid=421216100003939 n=421 ra=175.8061 dec=0.4938
"173.697593,29.932081",ok,ok   oid=670202400004372 n=137 ra=173.6976 dec=29.9321
"343.877359,-8.195954",ok,ok   oid=393211100017735 n=414 ra=343.8774 dec=-8.1960
"336.221793,2.602448",skip,skip ra=336.2218 dec=2.6024 (n=57)
"162.901559,-0.801961",skip,skip ra=162.9016 dec=-0.8020 (n=23)
"330.182313,28.864685",ok,ok   oid=644215400003007 n=1247 ra=330.1823 dec=28.8647
"129.558469,25.241165",ok,ok   oid=617206200007275 n=629 ra=129.5585 dec=25.2412
"170.625004,16.914818",ok,ok   oid=574204100000212 n=414 ra=170.6250 dec=16.9148
"172.411386,13.208965",ok,ok   oid=523210200003639 n=410 ra=172.4114 dec=13.2090
"153.447073,6.837693",ok,ok   oid=468213300010300 n=877 ra=153.4471 dec=6.8377
"345.555183,20.188967",ok,ok   oid=598211200016403 n=624 ra=345.5552 dec=20.1890
"206.165494,2.728426",skip,skip ra=206.1655 dec=2.7284 (n=0)
"165.349070,6.814064",ok,ok   oid=470214300005686 n=324 ra=165.3491 dec=6.8141
"117.002062,38.059349",ok,ok   oid=1705209100005425 n=121 ra=117.0021 dec=38.0593
"187.549337,40.245268",ok,ok   oid=716208200001399 n=838 ra=187.5493 dec=40.2453
"182.626737,41.712849",ok,ok   oid=715211100015431 n=841 ra=182.6267 dec=41.7128
"187.661149,5.670393",ok,ok   oid=473209300000006 n=273 ra=187.6611 dec=5.6704
"24.785236,4.819925",ok,ok   oid=450211300009448 n=553 ra=24.7852 dec=4.8199
"219.190707,52.107824",ok,ok   oid=793204200006904 n=1103 ra=219.1907 dec=52.1078
"319.840024,0.152006",ok,ok   oid=441214300025417 n=526 ra=319.8400 dec=0.1520
"134.744993,51.145539",ok,ok   oid=750216100002191 n=1068 ra=134.7450 dec=51.1455
"179.503819,12.077628",skip,skip ra=179.5038 dec=12.0776 (n=24)
"235.993202,11.988190",skip,skip ra=235.9932 dec=11.9882 (n=41)
"253.177983,33.710114",ok,ok   oid=680210400006420 n=1559 ra=253.1780 dec=33.7101
"180.891587,11.889383",ok,ok   oid=524210400009237 n=424 ra=180.8916 dec=11.8894
"225.828664,43.707725",ok,ok   oid=720215100013733 n=974 ra=225.8287 dec=43.7077
"123.111511,34.169636",ok,ok   oid=664212400008645 n=619 ra=123.1115 dec=34.1696
"191.359788,38.110613",ok,ok   oid=716203100002468 n=875 ra=191.3598 dec=38.1106
"212.499489,4.883484",ok,ok   oid=477211400007006 n=403 ra=212.4995 dec=4.8835
"120.467232,52.203143",ok,ok   oid=784204200004734 n=1065 ra=120.4672 dec=52.2031
"210.583878,12.510085",ok,ok   oid=528209300001300 n=655 ra=210.5839 dec=12.5101
"143.796360,40.278027",ok,ok   oid=710205200000840 n=738 ra=143.7964 dec=40.2780
"156.468810,46.282770",ok,ok   oid=752207400004188 n=796 ra=156.4688 dec=46.2828
"334.411839,20.886976",skip,skip ra=334.4118 dec=20.8870 (n=103)
"337.928499,30.181714",ok,ok   oid=691202300004279 n=1034 ra=337.9285 dec=30.1817
"6.506490,4.681959",ok,ok   oid=447210400030064 n=348 ra=6.5065 dec=4.6820
"334.333557,22.609766",ok,ok   oid=644201400007130 n=1300 ra=334.3336 dec=22.6098
"170.382776,55.537182",ok,ok   oid=788210300002841 n=698 ra=170.3828 dec=55.5372
"144.084278,25.906419",ok,ok   oid=619206200001376 n=643 ra=144.0843 dec=25.9064
"12.370342,14.375646",ok,ok   oid=501216300001735 n=618 ra=12.3703 dec=14.3756
"166.091383,40.296234",ok,ok   oid=713207100007619 n=822 ra=166.0914 dec=40.2962
"151.869694,26.313858",ok,ok   oid=620210300006192 n=522 ra=151.8697 dec=26.3139
"159.262136,38.452139",ok,ok   oid=712202100006744 n=779 ra=159.2621 dec=38.4521
"25.581418,22.805949",skip,skip ra=25.5814 dec=22.8059 (n=65)
"223.006646,-1.329258",ok,ok   oid=427209200011849 n=542 ra=223.0066 dec=-1.3293
"244.200429,27.280201",ok,ok   oid=632209100007099 n=1024 ra=244.2004 dec=27.2802
"130.511833,29.094488",ok,ok   oid=617214100005887 n=659 ra=130.5118 dec=29.0945
"118.676253,23.091694",ok,ok   oid=616204400001802 n=1039 ra=118.6763 dec=23.0917
"30.309546,2.392581",ok,ok   oid=451204200001124 n=552 ra=30.3095 dec=2.3926
"236.394051,57.606983",ok,ok   oid=794214300021976 n=1392 ra=236.3941 dec=57.6070
"133.192579,51.121081",ok,ok   oid=750216200001766 n=1136 ra=133.1926 dec=51.1211
"4.396631,-1.300481",ok,ok   oid=396209200004230 n=346 ra=4.3966 dec=-1.3005
"175.764637,20.185348",ok,ok   oid=574209200005632 n=468 ra=175.7646 dec=20.1853
"314.706634,0.093074",ok,ok   oid=440213300002216 n=396 ra=314.7066 dec=0.0931
"193.318818,34.211786",ok,ok   oid=673212400000547 n=506 ra=193.3188 dec=34.2118
"165.277532,35.374518",skip,skip ra=165.2775 dec=35.3745 (n=0)
"343.380252,20.843192",skip,skip ra=343.3803 dec=20.8432 (n=77)
"170.809077,38.921953",ok,ok   oid=713205400004501 n=705 ra=170.8091 dec=38.9220
"216.796282,18.927646",skip,skip ra=216.7963 dec=18.9276 (n=53)
"123.617438,31.063910",ok,ok   oid=664203200002079 n=656 ra=123.6174 dec=31.0639
"119.786017,24.471278",ok,ok   oid=616207300007392 n=1102 ra=119.7860 dec=24.4713
"223.766471,51.927730",ok,ok   oid=793203400001266 n=1056 ra=223.7665 dec=51.9277
"148.471521,38.733169",skip,skip ra=148.4715 dec=38.7332 (n=72)
"27.921366,24.448466",ok,ok   oid=604208300013625 n=751 ra=27.9214 dec=24.4485
"6.251686,-4.292301",ok,ok   oid=397208400023250 n=390 ra=6.2517 dec=-4.2923
"7.328791,2.498308",ok,ok   oid=447201200000210 n=436 ra=7.3288 dec=2.4983
"176.706936,61.455446",ok,ok   oid=819207200004301 n=781 ra=176.7069 dec=61.4554
"4.912065,4.256239",ok,ok   oid=447207100001621 n=435 ra=4.9121 dec=4.2562
"144.099554,19.538772",ok,ok   oid=570211400003402 n=392 ra=144.0996 dec=19.5388
"256.136576,25.025083",ok,ok   oid=634206300002256 n=1564 ra=256.1366 dec=25.0251
"166.004380,58.272612",skip,skip ra=166.0044 dec=58.2726 (n=39)
"209.376174,25.480683",ok,ok   oid=628207200005429 n=556 ra=209.3762 dec=25.4807
"20.851794,13.801115",skip,skip ra=20.8518 dec=13.8011 (n=84)
"203.979512,60.813789",ok,ok   oid=821207300008263 n=769 ra=203.9795 dec=60.8138
"126.281980,36.069753",ok,ok   oid=664214300001117 n=814 ra=126.2820 dec=36.0698
"208.671776,23.779572",ok,ok   oid=628204100003110 n=539 ra=208.6718 dec=23.7796
"115.425807,44.679304",ok,ok   oid=748204300001512 n=1196 ra=115.4258 dec=44.6793
"147.038684,10.196056",ok,ok   oid=520208300013907 n=461 ra=147.0387 dec=10.1961
"230.135157,1.264771",ok,ok   oid=480204300011823 n=625 ra=230.1352 dec=1.2648
"347.209641,1.714797",ok,ok   oid=496201100008505 n=502 ra=347.2096 dec=1.7148
"167.557117,13.977991",ok,ok   oid=522213300005756 n=280 ra=167.5571 dec=13.9780
"119.993543,24.297237",skip,skip ra=119.9935 dec=24.2972 (n=115)
"222.971524,6.428273",skip,skip ra=222.9715 dec=6.4283 (n=43)
"323.599669,11.384828",ok,ok   oid=545208200015374 n=1115 ra=323.5997 dec=11.3848
"163.838852,37.672641",ok,ok   oid=713204100008776 n=795 ra=163.8389 dec=37.6726
"31.288916,22.420174",ok,ok   oid=554214200010378 n=698 ra=31.2889 dec=22.4202
"171.570523,42.861288",ok,ok   oid=714216400004675 n=772 ra=171.5705 dec=42.8613
"25.592949,30.505689",ok,ok   oid=651202100018863 n=1346 ra=25.5929 dec=30.5057
"134.961050,5.492113",ok,ok   oid=466212400000111 n=383 ra=134.9611 dec=5.4921
"201.696790,34.064394",ok,ok   oid=674212400001686 n=608 ra=201.6968 dec=34.0644
"10.211377,-1.464625",ok,ok   oid=397210100007020 n=507 ra=10.2114 dec=-1.4646
"4.139156,-2.396685",ok,ok   oid=396209300007182 n=339 ra=4.1392 dec=-2.3967
"35.555505,-4.175071",ok,ok   oid=401207300013804 n=299 ra=35.5555 dec=-4.1751
"170.966151,16.169214",ok,ok   oid=574204100008626 n=498 ra=170.9662 dec=16.1692
"210.765966,11.109970",ok,ok   oid=528205200023948 n=583 ra=210.7660 dec=11.1100
"229.612037,49.307817",ok,ok   oid=759209100001223 n=1165 ra=229.6120 dec=49.3078
"30.935484,6.464531",skip,skip ra=30.9355 dec=6.4645 (n=51)
"183.844433,54.108326",ok,ok   oid=789205200005280 n=875 ra=183.8444 dec=54.1083
"185.479355,1.211656",ok,ok   oid=473202300005821 n=660 ra=185.4794 dec=1.2117
"129.206525,48.698365",ok,ok   oid=749210300000092 n=957 ra=129.2065 dec=48.6984
"29.370310,-3.707722",ok,ok   oid=400207400000888 n=329 ra=29.3703 dec=-3.7077
"1.237151,0.117643",ok,ok   oid=396215400000905 n=225 ra=1.2372 dec=0.1176
"212.525638,37.562595",ok,ok   oid=718201300000760 n=867 ra=212.5256 dec=37.5626
"160.253283,60.509809",ok,ok   oid=817205400014455 n=742 ra=160.2533 dec=60.5098
"10.254697,2.846521",ok,ok   oid=448208400016606 n=295 ra=10.2547 dec=2.8465
"142.282932,43.027152",ok,ok   oid=710214400002249 n=842 ra=142.2829 dec=43.0272
"187.095294,29.900954",ok,ok   oid=672203300005426 n=427 ra=187.0953 dec=29.9010
"204.518990,9.499492",ok,ok   oid=528204200002011 n=433 ra=204.5190 dec=9.4995
"142.925209,25.808695",ok,ok   oid=619207100001851 n=729 ra=142.9252 dec=25.8087
"251.805021,22.950546",ok,ok   oid=633201400003996 n=1264 ra=251.8050 dec=22.9505
"170.853416,29.170292",ok,ok   oid=623216100004819 n=844 ra=170.8534 dec=29.1703
"27.706289,10.989920",ok,ok   oid=503208100015225 n=615 ra=27.7063 dec=10.9899
"246.334662,22.975803",skip,skip ra=246.3347 dec=22.9758 (n=53)
"234.195244,38.509896",ok,ok   oid=721203100022252 n=1210 ra=234.1952 dec=38.5099
"248.512380,51.513057",ok,ok   oid=795202400005785 n=1705 ra=248.5124 dec=51.5131
"124.854166,3.415496",ok,ok   oid=464206400002469 n=805 ra=124.8542 dec=3.4155
"3.075903,-10.400589",ok,ok   oid=345208100004602 n=305 ra=3.0759 dec=-10.4006
"210.035831,1.909867",ok,ok   oid=477204100007228 n=453 ra=210.0358 dec=1.9099
"331.158506,-8.227911",ok,ok   oid=391210100012083 n=444 ra=331.1585 dec=-8.2279
"345.384042,7.031350",ok,ok   oid=496214400003948 n=593 ra=345.3840 dec=7.0313
"197.846245,45.533161",ok,ok   oid=756201200001608 n=816 ra=197.8462 dec=45.5332
"152.633711,57.072902",ok,ok   oid=787216300005088 n=643 ra=152.6337 dec=57.0729
"192.616621,13.184930",ok,ok   oid=526211200003536 n=462 ra=192.6166 dec=13.1849
"254.843488,25.595596",ok,ok   oid=634207100029043 n=810 ra=254.8435 dec=25.5956
"183.271208,28.947047",ok,ok   oid=624213300000619 n=702 ra=183.2712 dec=28.9470
"162.678643,36.488634",ok,ok   oid=669215200004423 n=927 ra=162.6786 dec=36.4886
"24.416527,3.338158",skip,skip ra=24.4165 dec=3.3382 (n=65)
"351.205962,2.461844",skip,skip ra=351.2060 dec=2.4618 (n=60)
"224.998508,35.184677",skip,skip ra=224.9985 dec=35.1847 (n=47)
"152.411468,44.002697",ok,ok   oid=751201400006856 n=1013 ra=152.4115 dec=44.0027
"43.532020,-7.673061",ok,ok   oid=350213400005511 n=669 ra=43.5320 dec=-7.6731
"175.480778,30.190390",ok,ok   oid=670201300002560 n=618 ra=175.4808 dec=30.1904
"187.658551,16.428075",ok,ok   oid=576202200004257 n=691 ra=187.6586 dec=16.4281
"228.641886,61.324113",ok,ok   oid=823208100012317 n=1130 ra=228.6419 dec=61.3241
"231.638503,44.801615",ok,ok   oid=760203300000751 n=1144 ra=231.6385 dec=44.8016
"338.295268,-1.048929",ok,ok   oid=444212100002405 n=464 ra=338.2953 dec=-1.0489
"349.370562,0.284167",ok,ok   oid=445214100006918 n=412 ra=349.3706 dec=0.2842
"158.428471,9.067649",ok,ok   oid=521202200005268 n=449 ra=158.4285 dec=9.0676
"249.310752,41.973933",ok,ok   oid=723212100003778 n=1800 ra=249.3108 dec=41.9739
"171.458125,33.794112",ok,ok   oid=670211300005168 n=794 ra=171.4581 dec=33.7941
"157.950133,33.142901",ok,ok   oid=668206200007256 n=803 ra=157.9501 dec=33.1429
"336.935850,-9.049360",skip,skip ra=336.9359 dec=-9.0494 (n=35)
"184.711788,5.307263",ok,ok   oid=473211400002942 n=482 ra=184.7118 dec=5.3073
"148.031792,25.882597",ok,ok   oid=620208100000943 n=357 ra=148.0318 dec=25.8826
"237.866474,13.080992",ok,ok   oid=532210100004817 n=951 ra=237.8665 dec=13.0810
"41.203345,3.505655",ok,ok   oid=452206300000716 n=466 ra=41.2033 dec=3.5057
"221.231362,60.708177",ok,ok   oid=822206300003795 n=984 ra=221.2314 dec=60.7082
"247.425965,39.950690",ok,ok   oid=722205200021340 n=1663 ra=247.4260 dec=39.9507
"188.949491,57.788833",ok,ok   oid=790215300000119 n=315 ra=188.9495 dec=57.7888
"165.174690,51.656077",ok,ok   oid=788204400016615 n=763 ra=165.1747 dec=51.6561
"226.082079,40.075835",ok,ok   oid=720207100003361 n=1084 ra=226.0821 dec=40.0758
"330.996122,18.448397",ok,ok   oid=596207200029388 n=1379 ra=330.9961 dec=18.4484
"10.152590,29.930805",ok,ok   oid=649202400005432 n=1007 ra=10.1526 dec=29.9308
"193.799568,53.391880",ok,ok   oid=790206400003558 n=699 ra=193.7996 dec=53.3919
"196.088201,35.770973",ok,ok   oid=673215400003459 n=667 ra=196.0882 dec=35.7710
"7.312981,25.591398",ok,ok   oid=601207200004406 n=1299 ra=7.3130 dec=25.5914
"164.069603,5.699073",ok,ok   oid=470211100005753 n=427 ra=164.0696 dec=5.6991
"154.059375,52.154290",ok,ok   oid=787204100006155 n=965 ra=154.0594 dec=52.1543
"160.187322,35.577273",ok,ok   oid=668213300004685 n=762 ra=160.1873 dec=35.5773
"349.260153,14.042733",ok,ok   oid=548214400007593 n=575 ra=349.2602 dec=14.0427
"171.668042,1.250372",skip,skip ra=171.6680 dec=1.2504 (n=15)
"181.091367,54.798655",ok,ok   oid=789206200000427 n=783 ra=181.0914 dec=54.7987
"353.234229,23.716180",ok,ok   oid=647203100004832 n=863 ra=353.2342 dec=23.7162
"229.846322,52.908834",skip,skip ra=229.8463 dec=52.9088 (n=51)
"247.685794,54.803644",ok,ok   oid=795206200000490 n=1575 ra=247.6858 dec=54.8036
"152.467632,33.718309",ok,ok   oid=667209400005651 n=522 ra=152.4676 dec=33.7183
"16.750189,-0.110079",ok,ok   oid=398214400003516 n=432 ra=16.7502 dec=-0.1101
"246.726520,52.516781",skip,skip ra=246.7265 dec=52.5168 (n=58)
"30.521722,1.910344",ok,ok   oid=451204100010953 n=196 ra=30.5217 dec=1.9103
"28.628035,4.292889",ok,ok   oid=450205200026333 n=590 ra=28.6280 dec=4.2929
"1.495977,3.002691",ok,ok   oid=498205400006099 n=472 ra=1.4960 dec=3.0027
"201.966605,47.700332",skip,skip ra=201.9666 dec=47.7003 (n=31)
"156.068912,26.796162",ok,ok   oid=621212400002853 n=617 ra=156.0689 dec=26.7962
"227.187617,3.671951",ok,ok   oid=479206200006713 n=756 ra=227.1876 dec=3.6720
"9.472875,30.924615",ok,ok   oid=649202100004292 n=453 ra=9.4729 dec=30.9246
"28.538557,23.704159",ok,ok   oid=604204100010410 n=653 ra=28.5386 dec=23.7042
"30.134472,31.222911",ok,ok   oid=652203200001031 n=651 ra=30.1345 dec=31.2229
"322.033082,-1.107940",ok,ok   oid=441209200003974 n=521 ra=322.0331 dec=-1.1079
"203.606259,2.375108",ok,ok   oid=476204100001585 n=316 ra=203.6063 dec=2.3751
"158.835949,54.430943",ok,ok   oid=787206200010666 n=597 ra=158.8359 dec=54.4309
"23.798126,9.020900",ok,ok   oid=502202100008220 n=642 ra=23.7981 dec=9.0209
"224.610905,27.350319",ok,ok   oid=630211200005643 n=744 ra=224.6109 dec=27.3503
"162.941579,29.927944",ok,ok   oid=669203300006010 n=815 ra=162.9416 dec=29.9279
"225.076749,17.367498",ok,ok   oid=581206400005784 n=781 ra=225.0767 dec=17.3675
"41.750770,-9.026567",ok,ok   oid=350210400001105 n=731 ra=41.7508 dec=-9.0266
"212.744117,35.677835",ok,ok   oid=675214300004250 n=797 ra=212.7441 dec=35.6778
"110.799155,41.172757",ok,ok   oid=706209400002084 n=653 ra=110.7992 dec=41.1728
"19.291972,-1.410642",ok,ok   oid=398209100005329 n=435 ra=19.2920 dec=-1.4106
"196.892449,66.756948",ok,ok   oid=844203100004141 n=851 ra=196.8924 dec=66.7569
"28.160096,23.135566",ok,ok   oid=604204400000779 n=780 ra=28.1601 dec=23.1356
"47.954001,0.480481",ok,ok   oid=403216200004847 n=346 ra=47.9540 dec=0.4805
"24.072397,31.281215",ok,ok   oid=651202200000539 n=1489 ra=24.0724 dec=31.2812
"321.979437,-1.383563",ok,ok   oid=441209200017579 n=523 ra=321.9794 dec=-1.3836
"183.160790,47.307960",ok,ok   oid=755207200002151 n=675 ra=183.1608 dec=47.3080
"171.336637,26.630388",ok,ok   oid=623212400005184 n=619 ra=171.3366 dec=26.6304
"214.645727,20.175261",ok,ok   oid=580211200004092 n=637 ra=214.6457 dec=20.1753
"170.801325,36.481450",ok,ok   oid=670215200004858 n=762 ra=170.8013 dec=36.4815
"164.393503,51.756750",ok,ok   oid=787201400001540 n=1032 ra=164.3935 dec=51.7567
"317.469667,-0.795942",skip,skip ra=317.4697 dec=-0.7959 (n=70)
"23.789762,8.162164",ok,ok   oid=502202400016138 n=639 ra=23.7898 dec=8.1622
"183.257111,42.206725",ok,ok   oid=715211100001730 n=845 ra=183.2571 dec=42.2067
"150.879697,3.577191",ok,ok   oid=468207400000194 n=849 ra=150.8797 dec=3.5772
"222.152121,35.799467",ok,ok   oid=676213300003338 n=791 ra=222.1521 dec=35.7995
"29.643077,18.015127",skip,skip ra=29.6431 dec=18.0151 (n=73)
"247.265168,55.306975",ok,ok   oid=795210300013313 n=1699 ra=247.2652 dec=55.3070
"114.521074,41.336459",ok,ok   oid=707211400001892 n=1355 ra=114.5211 dec=41.3365
"30.257651,-2.194585",ok,ok   oid=400210300006286 n=350 ra=30.2577 dec=-2.1946
"122.387959,33.744681",ok,ok   oid=664212400004712 n=684 ra=122.3880 dec=33.7447
"133.296793,29.243664",ok,ok   oid=618216100004873 n=683 ra=133.2968 dec=29.2437
"205.346855,41.741220",ok,ok   oid=718212200005266 n=1004 ra=205.3469 dec=41.7412
"206.359128,49.796097",ok,ok   oid=757214400014090 n=825 ra=206.3591 dec=49.7961
"157.423823,28.786675",skip,skip ra=157.4238 dec=28.7867 (n=12)
"176.729396,33.130583",ok,ok   oid=671208200000819 n=706 ra=176.7294 dec=33.1306
"171.058061,0.262875",skip,skip ra=171.0581 dec=0.2629 (n=84)
"136.228671,37.298188",ok,ok   oid=709201400002927 n=1029 ra=136.2287 dec=37.2982
"22.153621,8.203028",ok,ok   oid=502203400026257 n=614 ra=22.1536 dec=8.2030
"195.948100,42.973444",ok,ok   oid=716213300009265 n=899 ra=195.9481 dec=42.9734
"28.458795,28.661858",ok,ok   oid=604216400003403 n=800 ra=28.4588 dec=28.6619
"10.266540,13.071707",ok,ok   oid=500210100005073 n=531 ra=10.2665 dec=13.0717
"238.435637,45.192837",ok,ok   oid=760201100013799 n=951 ra=238.4356 dec=45.1928
"247.875621,47.203715",ok,ok   oid=761205200004131 n=1594 ra=247.8756 dec=47.2037
"20.059487,32.827189",ok,ok   oid=651208200004140 n=1526 ra=20.0595 dec=32.8272
"20.148502,-0.511033",ok,ok   oid=399216400014808 n=356 ra=20.1485 dec=-0.5110
"247.251034,13.731040",skip,skip ra=247.2510 dec=13.7310 (n=52)
"174.545797,38.336428",ok,ok   oid=714203100001286 n=617 ra=174.5458 dec=38.3364
"191.772475,40.551857",skip,skip ra=191.7725 dec=40.5519 (n=25)
"188.792246,48.677252",skip,skip ra=188.7922 dec=48.6773 (n=42)
"242.255528,44.481135",ok,ok   oid=761203300004206 n=1364 ra=242.2555 dec=44.4811
"257.680377,23.962552",ok,ok   oid=634202100002820 n=1620 ra=257.6804 dec=23.9626
"205.777305,5.097882",ok,ok   oid=476211400003764 n=397 ra=205.7773 dec=5.0979
"236.291085,52.028761",ok,ok   oid=794202300009091 n=1067 ra=236.2911 dec=52.0288
"202.603069,28.255965",ok,ok   oid=627215400005585 n=755 ra=202.6031 dec=28.2560
"329.378860,18.773552",ok,ok   oid=596208200001011 n=1159 ra=329.3789 dec=18.7736
"205.812185,33.036151",ok,ok   oid=674206100001545 n=679 ra=205.8122 dec=33.0362
"233.502157,-1.904820",ok,ok   oid=429211300002418 n=387 ra=233.5022 dec=-1.9048
"204.368313,7.215774",ok,ok   oid=476215300001846 n=335 ra=204.3683 dec=7.2158
"194.253309,27.439631",ok,ok   oid=626211200004399 n=754 ra=194.2533 dec=27.4396
"166.121424,35.303676",skip,skip ra=166.1214 dec=35.3037 (n=43)
"142.137147,63.811933",ok,ok   oid=816210100001073 n=443 ra=142.1371 dec=63.8119
"150.422328,29.675435",ok,ok   oid=667202400007268 n=786 ra=150.4223 dec=29.6754
"221.697181,9.268244",ok,ok   oid=530203100016073 n=802 ra=221.6972 dec=9.2682
"144.264381,15.779041",ok,ok   oid=570203400009450 n=472 ra=144.2644 dec=15.7790
"247.498415,37.196843",ok,ok   oid=722201400004544 n=1615 ra=247.4984 dec=37.1968
"175.505134,-0.745023",skip,skip ra=175.5051 dec=-0.7450 (n=0)
"196.145848,31.718235",skip,skip ra=196.1458 dec=31.7182 (n=43)
"179.196404,4.891502",ok,ok   oid=472210300005215 n=341 ra=179.1964 dec=4.8915
"137.207639,27.632864",ok,ok   oid=618210100003305 n=345 ra=137.2076 dec=27.6329
"4.501981,15.716240",ok,ok   oid=550201400002683 n=655 ra=4.5020 dec=15.7162
"196.014973,41.920067",ok,ok   oid=717212200011076 n=648 ra=196.0150 dec=41.9201
"133.375612,22.179414",ok,ok   oid=568213200003588 n=636 ra=133.3756 dec=22.1794
"224.488738,34.663987",ok,ok   oid=677212100003554 n=1152 ra=224.4887 dec=34.6640
"178.879759,2.680502",skip,skip ra=178.8798 dec=2.6805 (n=16)
"246.442563,50.675291",ok,ok   oid=761214100008473 n=1675 ra=246.4426 dec=50.6753
"166.532888,55.222898",ok,ok   oid=788211300004719 n=649 ra=166.5329 dec=55.2229
"147.790679,28.337653",ok,ok   oid=620216300005708 n=603 ra=147.7907 dec=28.3377
"34.141498,31.613203",ok,ok   oid=652205300009098 n=799 ra=34.1415 dec=31.6132
"191.192522,49.891692",ok,ok   oid=756216400006582 n=981 ra=191.1925 dec=49.8917
"122.222899,34.763395",ok,ok   oid=664212100003809 n=550 ra=122.2229 dec=34.7634
"12.495475,34.902835",ok,ok   oid=649209100011796 n=880 ra=12.4955 dec=34.9028
"190.659912,4.937925",ok,ok   oid=474211300022682 n=361 ra=190.6599 dec=4.9379
"318.682522,3.534264",ok,ok   oid=492205300000558 n=495 ra=318.6825 dec=3.5343
"32.054043,26.712927",ok,ok   oid=604210300005504 n=725 ra=32.0540 dec=26.7129
"30.054674,30.740259",ok,ok   oid=652203200006997 n=727 ra=30.0547 dec=30.7403
"148.438419,1.714408",ok,ok   oid=468204100018554 n=434 ra=148.4384 dec=1.7144
"191.798896,2.702712",skip,skip ra=191.7989 dec=2.7027 (n=20)
"333.176732,26.282377",ok,ok   oid=644209300012085 n=1271 ra=333.1767 dec=26.2824
"334.472555,28.950448",skip,skip ra=334.4726 dec=28.9504 (n=0)
"9.673054,0.040760",skip,skip ra=9.6731 dec=0.0408 (n=104)
"359.564132,-7.459295",ok,ok   oid=395214400004235 n=296 ra=359.5641 dec=-7.4593
"114.570470,31.743634",ok,ok   oid=663208400008058 n=1194 ra=114.5705 dec=31.7436
"169.687161,30.857968",ok,ok   oid=670204100011219 n=709 ra=169.6872 dec=30.8580
"243.371857,14.655907",ok,ok   oid=533214200015027 n=1000 ra=243.3719 dec=14.6559
"42.143055,-5.802837",ok,ok   oid=402203300002529 n=355 ra=42.1431 dec=-5.8028
"237.401135,34.900799",ok,ok   oid=678210100011392 n=1305 ra=237.4011 dec=34.9008
"154.001045,-3.187361",skip,skip ra=154.0010 dec=-3.1874 (n=29)
"242.427684,54.415237",ok,ok   oid=795208100003787 n=1620 ra=242.4277 dec=54.4152
"3.443841,0.567486",ok,ok   oid=396214100004663 n=371 ra=3.4438 dec=0.5675
"127.243060,27.868825",ok,ok   oid=617211200000936 n=639 ra=127.2431 dec=27.8688
"221.459586,15.841592",ok,ok   oid=581204400002359 n=772 ra=221.4596 dec=15.8416
"358.351485,34.623245",ok,ok   oid=1734201200003946 n=121 ra=358.3515 dec=34.6232
"3.132667,-9.724208",ok,ok   oid=345212400008857 n=310 ra=3.1327 dec=-9.7242
"156.212140,9.729533",ok,ok   oid=521203200000141 n=424 ra=156.2121 dec=9.7295
"151.472250,0.324227",ok,ok   oid=417214100005786 n=445 ra=151.4723 dec=0.3242
"32.048136,-3.450995",ok,ok   oid=400205200008558 n=436 ra=32.0481 dec=-3.4510
"343.143814,0.076987",ok,ok   oid=444213300001309 n=545 ra=343.1438 dec=0.0770
